"Time Offset [ms]","Time [ms]","Patched Time [ms]","Time [hh:mm:ss.ms]","T-Zero Time [ms]","T-zero Time [hh:mm:ss.ms]","Temperature [ºC]","Humidity [%RH]","X [g]","Y [g]","Z [g]","Magnitude [g]","Pressure [hPa]","Temperature [ºC]","Altitude [m]","eCO2 [ppm]","TVOC [ppb]"
6206162,198019,6404181,01:46:44.181,279477,00:04:39.477,25.4,22.14,-1.09,-0.53,-0.30,1.25,659,24.4,3602,405,46
6206162,198064,6404226,01:46:44.226,279522,00:04:39.522,25.4,22.33,-0.97,-0.80,-0.17,1.27,659,24.4,3602,406,51
6206162,198109,6404271,01:46:44.271,279567,00:04:39.567,25.4,22.50,-0.88,-1.06,0.20,1.39,659,24.4,3602,405,47
6206162,198154,6404316,01:46:44.316,279612,00:04:39.612,25.4,22.63,-1.05,-0.88,0.03,1.37,659,24.4,3602,406,48
6206162,198199,6404361,01:46:44.361,279657,00:04:39.657,25.4,22.74,-1.03,-0.97,-0.06,1.42,659,24.4,3602,403,46
6206162,198244,6404406,01:46:44.406,279702,00:04:39.702,25.4,22.85,-0.81,-0.88,0.03,1.20,659,24.4,3602,400,49
6206162,198289,6404451,01:46:44.451,279747,00:04:39.747,25.4,22.94,-0.86,-1.00,0.08,1.32,659,24.4,3602,402,45
6206162,198334,6404496,01:46:44.496,279792,00:04:39.792,25.4,23.00,-0.67,-0.86,-0.05,1.09,659,24.4,3602,407,44
6206162,198382,6404544,01:46:44.544,279840,00:04:39.840,25.4,23.04,-0.67,-0.77,0.12,1.03,659,24.4,3602,404,41
6206162,198427,6404589,01:46:44.589,279885,00:04:39.885,25.4,23.02,-0.81,-0.72,0.17,1.10,659,24.4,3602,401,46
6206162,198472,6404634,01:46:44.634,279930,00:04:39.930,25.4,23.01,-1.08,-0.75,0.23,1.33,659,24.4,3602,400,50
6206162,198517,6404679,01:46:44.679,279975,00:04:39.975,25.4,23.03,-1.03,-0.67,0.14,1.24,659,24.4,3602,407,48
6206162,198562,6404724,01:46:44.724,280020,00:04:40.020,25.4,23.06,-0.84,-0.48,0.14,0.98,659,24.4,3602,404,44
6206162,198607,6404769,01:46:44.769,280065,00:04:40.065,25.4,23.12,-0.98,-0.62,0.06,1.16,659,24.4,3602,403,45
6206162,198652,6404814,01:46:44.814,280110,00:04:40.110,25.4,23.11,-1.03,-0.83,0.08,1.33,659,24.4,3602,409,46
6206162,198697,6404859,01:46:44.859,280155,00:04:40.155,25.4,23.12,-0.88,-0.86,0.14,1.24,659,24.4,3602,404,44
6206162,198742,6404904,01:46:44.904,280200,00:04:40.200,25.4,23.13,-0.70,-0.66,0.05,0.96,659,24.4,3602,403,49
6206162,198790,6404952,01:46:44.952,280248,00:04:40.248,25.4,23.14,-0.73,-0.84,0.06,1.11,659,24.4,3602,400,52
6206162,198835,6404997,01:46:44.997,280293,00:04:40.293,25.4,23.07,-0.75,-0.72,0.00,1.04,659,24.4,3602,405,46
6206162,198880,6405042,01:46:45.042,280338,00:04:40.338,25.4,23.06,-0.69,-0.75,-0.03,1.02,659,24.4,3602,400,45
6206162,198925,6405087,01:46:45.087,280383,00:04:40.383,25.4,22.94,-0.58,-0.59,-0.08,0.83,659,24.4,3602,403,45
6206162,198970,6405132,01:46:45.132,280428,00:04:40.428,25.4,22.78,-0.64,-0.70,-0.17,0.96,659,24.4,3602,406,48
6206162,199015,6405177,01:46:45.177,280473,00:04:40.473,25.4,22.64,-0.78,-0.56,-0.23,0.99,661,24.3,3578,402,44
6206162,199060,6405222,01:46:45.222,280518,00:04:40.518,25.4,22.44,-0.67,-0.64,-0.33,0.98,661,24.3,3578,402,47
6206162,199105,6405267,01:46:45.267,280563,00:04:40.563,25.4,22.19,-0.45,-0.66,-0.36,0.88,661,24.3,3578,400,46
6206162,199150,6405312,01:46:45.312,280608,00:04:40.608,25.4,21.95,-0.47,-0.78,-0.44,1.01,661,24.3,3578,400,46
6206162,199198,6405360,01:46:45.360,280656,00:04:40.656,25.4,21.97,-0.44,-0.72,-0.34,0.91,661,24.3,3578,402,52
6206162,199243,6405405,01:46:45.405,280701,00:04:40.701,25.4,22.27,-0.52,-0.80,-0.41,1.04,661,24.3,3578,406,49
6206162,199288,6405450,01:46:45.450,280746,00:04:40.746,25.4,22.70,-0.70,-0.94,-0.41,1.24,661,24.3,3578,402,43
6206162,199333,6405495,01:46:45.495,280791,00:04:40.791,25.4,23.05,-0.86,-0.78,-0.28,1.19,661,24.3,3578,401,47
6206162,199378,6405540,01:46:45.540,280836,00:04:40.836,25.4,23.40,-0.59,-1.00,0.05,1.16,661,24.3,3578,403,46
6206162,199423,6405585,01:46:45.585,280881,00:04:40.881,25.4,23.57,-1.12,-0.77,0.27,1.39,661,24.3,3578,409,44
6206162,199468,6405630,01:46:45.630,280926,00:04:40.926,25.4,23.65,-1.41,-0.98,0.19,1.73,661,24.3,3578,403,47
6206162,199513,6405675,01:46:45.675,280971,00:04:40.971,25.4,23.66,-1.14,-0.59,0.30,1.32,661,24.3,3578,408,45
6206162,199558,6405720,01:46:45.720,281016,00:04:41.016,25.4,23.61,-0.97,-0.47,0.11,1.08,661,24.3,3578,407,48
6206162,199606,6405768,01:46:45.768,281064,00:04:41.064,25.4,23.55,-1.48,-0.58,0.02,1.59,661,24.3,3578,403,52
6206162,199651,6405813,01:46:45.813,281109,00:04:41.109,25.4,23.45,-1.25,-0.44,0.11,1.33,661,24.3,3578,408,48
6206162,199696,6405858,01:46:45.858,281154,00:04:41.154,25.4,23.36,-1.23,-0.53,0.20,1.35,661,24.3,3578,406,48
6206162,199741,6405903,01:46:45.903,281199,00:04:41.199,25.4,23.26,-1.45,-0.41,0.20,1.52,661,24.3,3578,405,47
6206162,199786,6405948,01:46:45.948,281244,00:04:41.244,25.4,23.23,-0.84,-0.30,0.25,0.93,661,24.3,3578,406,51
6206162,199831,6405993,01:46:45.993,281289,00:04:41.289,25.4,23.22,-0.89,-0.52,0.19,1.05,661,24.3,3578,406,50
6206162,199876,6406038,01:46:46.038,281334,00:04:41.334,25.4,23.24,-0.95,-0.45,0.22,1.07,661,24.3,3578,405,51
6206162,199921,6406083,01:46:46.083,281379,00:04:41.379,25.4,23.29,-0.91,-0.42,0.17,1.02,661,24.3,3578,412,50
6206162,199966,6406128,01:46:46.128,281424,00:04:41.424,25.4,23.37,-0.83,-0.69,0.16,1.09,661,24.3,3578,409,44
6206162,200014,6406176,01:46:46.176,281472,00:04:41.472,25.4,23.36,-0.88,-0.80,0.08,1.19,663,24.3,3550,405,46
6206162,200059,6406221,01:46:46.221,281517,00:04:41.517,25.4,23.42,-0.66,-0.58,-0.08,0.88,663,24.3,3550,408,49
6206162,200104,6406266,01:46:46.266,281562,00:04:41.562,25.4,23.50,-0.69,-0.58,-0.08,0.90,663,24.3,3550,411,48
